Fecha,Cliente,Dirección,Estado,Región,Método_venta,Producto,Género,Cantidad_entregas
2025-05-19,2307,Urbanización Jesús Briones 703 Puerta 8 ,Córdoba,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-05-19,2308,Urbanización Odalis Barberá 1,Buenos Aires,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-05-19,2309,Rambla de Lorenzo Arranz 45,Mendoza,Cuyo,Online,Ropa deportiva,Femenino,1
2025-05-19,2310,C. Alejandra Carvajal 2 Piso 8 ,Salta,NOA,Online,Accesorios,Masculino,1
2025-05-19,2311,Acceso de Tomasa Giménez 64,Mendoza,CABA,Tienda física,Accesorios,Otro,1
2025-05-19,2312,Pasadizo Teodora Lastra 98 Apt. 05 ,Buenos Aires,Litoral,Tienda física,Ropa deportiva,Otro,1
2025-05-19,2313,Callejón de Cayetano Frutos 48 Piso 8 ,Mendoza,Centro,Online,Accesorios,Masculino,1
2025-05-19,2314,Acceso Luciana Cifuentes 4,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-05-19,2315,Via de Alfonso Valenzuela 5 Piso 9 ,Salta,Cuyo,Tienda física,Accesorios,Femenino,1
2025-05-19,2316,Avenida de Benito Lorenzo 167 Piso 6 ,Salta,Centro,Online,Accesorios,Otro,1
2025-05-19,2317,Urbanización Hernán Pinilla 96 Apt. 40 ,Buenos Aires,NOA,Tienda física,Calzado deportivo,Otro,1
2025-05-19,2318,Alameda Ágata Jáuregui 630 Puerta 9 ,Salta,Cuyo,Tienda física,Accesorios,Masculino,1
2025-05-19,2319,Calle de Noemí Canales 964 Piso 6 ,Mendoza,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-05-19,2320,C. Adelia Gárate 50 Puerta 4 ,Salta,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-05-19,2321,Paseo Manolo Nebot 560,Buenos Aires,CABA,Online,Calzado deportivo,Otro,1
2025-05-19,2322,Callejón de Micaela Alberola 5 Puerta 5 ,Buenos Aires,Centro,Online,Ropa deportiva,Otro,1
2025-05-19,2323,Pasaje Óscar Alemany 80 Apt. 57 ,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-05-19,2324,Calle de Cruz Bernad 99,Santa Fe,Litoral,Tienda física,Ropa deportiva,Otro,1
2025-05-19,2325,Pasaje Geraldo Jordá 84 Apt. 32 ,Santa Fe,CABA,Online,Accesorios,Otro,1
2025-05-19,2326,Urbanización Darío Arenas 88,Mendoza,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-05-19,2327,Paseo Liliana Goñi 5 Piso 0 ,Salta,CABA,Online,Accesorios,Otro,1
2025-05-20,2328,Urbanización Pancho Canales 9 Piso 1 ,Buenos Aires,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-20,2329,Glorieta Máximo Pera 71,Salta,Cuyo,Tienda física,Accesorios,Femenino,1
2025-05-20,2330,Plaza Nacho Palomino 66 Piso 4 ,Mendoza,Cuyo,Tienda física,Accesorios,Masculino,1
2025-05-20,2331,Acceso Arsenio Manso 19,Córdoba,Cuyo,Online,Calzado deportivo,Otro,1
2025-05-20,2332,Alameda Ariadna Verdejo 753,Mendoza,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-20,2333,C. María Belén Bermudez 4,Córdoba,Centro,Online,Calzado deportivo,Otro,1
2025-05-20,2334,Pasadizo Nazaret Aznar 978 Piso 5 ,Buenos Aires,Centro,Tienda física,Accesorios,Femenino,1
2025-05-20,2335,Camino Lázaro Hervás 63 Apt. 75 ,Córdoba,CABA,Online,Accesorios,Femenino,1
2025-05-20,2336,Pasaje Luz Redondo 61,Mendoza,NOA,Tienda física,Accesorios,Masculino,1
2025-05-20,2337,Cuesta de Elodia Grau 46,Mendoza,NOA,Tienda física,Accesorios,Femenino,1
2025-05-20,2338,Ronda Ileana Cervera 644,Mendoza,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-20,2339,Avenida Sebastian Robledo 829 Puerta 3 ,Salta,CABA,Tienda física,Accesorios,Masculino,1
2025-05-20,2340,Plaza de Flavio Carrillo 94,Salta,Litoral,Tienda física,Accesorios,Otro,1
2025-05-20,2341,Vial Ruth Aragón 30 Apt. 28 ,Santa Fe,CABA,Online,Accesorios,Femenino,1
2025-05-20,2342,Acceso de Edu Quesada 234 Piso 5 ,Santa Fe,CABA,Tienda física,Accesorios,Masculino,1
2025-05-20,2343,Avenida Mamen Pacheco 86,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-05-20,2344,Cuesta de Juana Cañizares 99 Apt. 20 ,Buenos Aires,NOA,Online,Calzado deportivo,Femenino,1
2025-05-20,2345,C. de Miguel Ángel Ródenas 58 Apt. 34 ,Buenos Aires,NOA,Tienda física,Accesorios,Masculino,1
2025-05-20,2346,Calle de Cintia Villaverde 798 Piso 5 ,Santa Fe,NOA,Online,Ropa deportiva,Femenino,1
2025-05-20,2347,Rambla de Eric Arnaiz 96 Piso 9 ,Salta,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2348,Acceso Lucas Daza 5 Piso 7 ,Santa Fe,Litoral,Online,Calzado deportivo,Otro,1
2025-05-20,2349,Rambla Luis Jover 513 Apt. 13 ,Salta,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2350,Calle Tatiana Ferrero 8,Mendoza,NOA,Online,Accesorios,Masculino,1
2025-05-20,2351,Glorieta de Lope Roldan 38,Santa Fe,NOA,Online,Ropa deportiva,Femenino,1
2025-05-20,2352,Via de Lilia Carretero 86 Piso 1 ,Buenos Aires,Centro,Online,Ropa deportiva,Femenino,1
2025-05-20,2353,Via de Paulino Bermúdez 61,Córdoba,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2354,Callejón de Wilfredo Vilalta 6,Buenos Aires,CABA,Online,Accesorios,Otro,1
2025-05-20,2355,Via de Julieta Vázquez 93,Córdoba,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-05-20,2356,Urbanización Emigdio Peñalver 53,Córdoba,Cuyo,Online,Accesorios,Masculino,1
2025-05-20,2357,Cuesta Odalys Exposito 34 Apt. 18 ,Santa Fe,CABA,Online,Accesorios,Masculino,1
2025-05-20,2358,Ronda Bonifacio Trujillo 393,Mendoza,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2359,Callejón de Encarna Pinto 835,Mendoza,Centro,Online,Accesorios,Otro,1
2025-05-20,2360,Urbanización de Sara Manzano 77,Santa Fe,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-05-20,2361,Cañada de Clemente Gilabert 5 Piso 7 ,Córdoba,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2362,Ronda David Echeverría 25 Piso 6 ,Mendoza,NOA,Online,Ropa deportiva,Otro,1
2025-05-20,2363,Cuesta de Eliana Requena 50,Mendoza,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2364,Ronda Benjamín Moraleda 75 Piso 7 ,Mendoza,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2365,Callejón de Ximena Ballester 47 Piso 0 ,Santa Fe,NOA,Online,Calzado deportivo,Otro,1
2025-05-20,2366,Ronda de Ismael Diaz 631 Apt. 98 ,Santa Fe,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2367,C. Cipriano Mínguez 28,Santa Fe,CABA,Tienda física,Accesorios,Otro,1
2025-05-20,2368,Acceso Blanca Fiol 78,Mendoza,Cuyo,Online,Accesorios,Otro,1
2025-05-20,2369,Rambla de Visitación Pereira 46,Salta,Centro,Tienda física,Accesorios,Otro,1
2025-05-20,2370,Calle Ramona Almagro 718,Córdoba,Litoral,Online,Accesorios,Masculino,1
2025-05-20,2371,Rambla Lorenzo Mata 4 Puerta 3 ,Buenos Aires,CABA,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2372,Via de Odalis Pina 52,Buenos Aires,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2373,Avenida Anna Ribes 1,Santa Fe,Litoral,Online,Calzado deportivo,Masculino,1
2025-05-20,2374,Camino Mónica Posada 59,Salta,CABA,Online,Accesorios,Otro,1
2025-05-20,2375,Pasadizo de Mar Alvarado 84 Apt. 14 ,Córdoba,NOA,Online,Accesorios,Masculino,1
2025-05-20,2376,Cañada de Timoteo Buendía 96 Piso 7 ,Buenos Aires,NOA,Online,Ropa deportiva,Otro,1
2025-05-20,2377,C. Ale Valdés 95 Puerta 1 ,Salta,Centro,Online,Accesorios,Masculino,1
2025-05-20,2378,Camino Amador Puerta 67 Piso 9 ,Santa Fe,Litoral,Tienda física,Accesorios,Masculino,1
2025-05-20,2379,Alameda de Ernesto Blanes 9,Mendoza,Litoral,Tienda física,Accesorios,Otro,1
2025-05-20,2380,Cuesta Dorita Iborra 3,Santa Fe,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-20,2381,Pasadizo de Loreto Guerrero 8 Piso 6 ,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-05-20,2382,Vial de Angelino Montoya 196 Piso 3 ,Santa Fe,Litoral,Online,Ropa deportiva,Masculino,1
2025-05-20,2383,Alameda de Florinda Gutiérrez 87 Puerta 8 ,Mendoza,Centro,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2384,Ronda Juana Berenguer 12,Mendoza,CABA,Online,Accesorios,Femenino,1
2025-05-20,2385,Rambla Hector Río 1,Córdoba,NOA,Online,Ropa deportiva,Otro,1
2025-05-20,2386,Rambla de Eugenia Zamorano 92 Piso 6 ,Santa Fe,CABA,Online,Calzado deportivo,Masculino,1
2025-05-20,2387,Via de Trinidad Mariscal 68,Salta,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-20,2388,Vial Luis Ángel Zabala 69 Puerta 9 ,Córdoba,CABA,Online,Accesorios,Femenino,1
2025-05-20,2389,Pasaje de Humberto Murillo 92 Puerta 7 ,Santa Fe,Centro,Tienda física,Ropa deportiva,Otro,1
2025-05-20,2390,Ronda de Gastón Conesa 11,Buenos Aires,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2391,Glorieta Joaquina Burgos 275 Apt. 97 ,Mendoza,CABA,Online,Calzado deportivo,Femenino,1
2025-05-20,2392,Acceso Fanny Gonzalez 40,Mendoza,CABA,Tienda física,Ropa deportiva,Otro,1
2025-05-20,2393,Ronda de Daniela Maza 79 Piso 8 ,Santa Fe,Cuyo,Online,Accesorios,Otro,1
2025-05-20,2394,Camino Ezequiel Calderon 34,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-20,2395,Vial Nayara Yuste 565 Puerta 9 ,Santa Fe,Centro,Online,Accesorios,Masculino,1
2025-05-20,2396,Rambla Abilio Guardiola 31 Apt. 27 ,Mendoza,Centro,Tienda física,Accesorios,Femenino,1
2025-05-20,2397,Avenida de Teresita Azorin 88,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-05-20,2398,Alameda de Marciano Vall 4 Puerta 6 ,Mendoza,Centro,Online,Calzado deportivo,Masculino,1
2025-05-20,2399,Cuesta de Pedro Mesa 258 Puerta 3 ,Buenos Aires,NOA,Online,Ropa deportiva,Femenino,1
2025-05-20,2400,Vial de Priscila Ruiz 577,Buenos Aires,NOA,Tienda física,Ropa deportiva,Otro,1
2025-05-20,2401,Acceso de Gaspar Amaya 67,Mendoza,CABA,Online,Ropa deportiva,Masculino,1
2025-05-20,2402,Paseo Sarita Feijoo 35 Puerta 0 ,Santa Fe,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-05-20,2403,Acceso de Begoña Ferrero 5,Salta,Cuyo,Online,Accesorios,Otro,1
2025-05-20,2404,Acceso Yolanda Izaguirre 509 Apt. 47 ,Córdoba,CABA,Online,Accesorios,Masculino,1
2025-05-20,2405,Callejón Leocadio Barceló 807 Piso 2 ,Mendoza,CABA,Tienda física,Accesorios,Masculino,1
2025-05-20,2406,Calle Rafael Andres 322 Apt. 61 ,Córdoba,Centro,Online,Calzado deportivo,Otro,1
2025-05-20,2407,Calle de Mauricio Cabanillas 143,Buenos Aires,Litoral,Online,Ropa deportiva,Otro,1
2025-05-20,2408,Rambla de Vicenta Pazos 706 Puerta 0 ,Córdoba,NOA,Online,Calzado deportivo,Masculino,1
2025-05-20,2409,Pasadizo Eusebio Lasa 3,Mendoza,NOA,Online,Calzado deportivo,Masculino,1
2025-05-20,2410,Callejón Emelina Fiol 162 Piso 4 ,Mendoza,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-05-20,2411,Alameda Adelaida Boix 271 Apt. 21 ,Salta,NOA,Online,Ropa deportiva,Masculino,1
2025-05-20,2412,Camino de Eugenia Almagro 40,Buenos Aires,NOA,Online,Ropa deportiva,Masculino,1
2025-05-20,2413,Avenida de Saturnina Huerta 33 Piso 0 ,Buenos Aires,Litoral,Online,Ropa deportiva,Masculino,1
2025-05-20,2414,Rambla de León Checa 456 Apt. 43 ,Santa Fe,NOA,Online,Ropa deportiva,Masculino,1
2025-05-20,2415,Callejón de José Sabater 81,Salta,CABA,Online,Calzado deportivo,Otro,1
2025-05-20,2416,Acceso de María Pilar Zabala 12 Puerta 6 ,Salta,Cuyo,Online,Calzado deportivo,Femenino,1
2025-05-20,2417,Ronda Ovidio Malo 95,Buenos Aires,CABA,Online,Calzado deportivo,Masculino,1
2025-05-20,2418,Pasadizo María Teresa Galvez 83 Piso 0 ,Salta,Litoral,Tienda física,Accesorios,Femenino,1
2025-05-20,2419,Cuesta Enrique Solera 755,Córdoba,Centro,Online,Accesorios,Femenino,1
2025-05-20,2420,Via de Eva Palmer 3,Salta,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-05-20,2421,Alameda de Nicodemo Cabrera 55 Apt. 78 ,Salta,CABA,Online,Accesorios,Femenino,1
2025-05-20,2422,Pasaje Nydia Sastre 796,Salta,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-05-20,2423,Callejón Loreto Perea 757 Piso 0 ,Buenos Aires,NOA,Online,Calzado deportivo,Masculino,1
2025-05-20,2424,Ronda Teodosio Leon 169,Salta,CABA,Tienda física,Accesorios,Otro,1
2025-05-20,2425,Cañada Soraya Zamora 39,Córdoba,Cuyo,Online,Ropa deportiva,Masculino,1
2025-05-20,2426,Calle de Cipriano Mendoza 85,Córdoba,CABA,Online,Accesorios,Femenino,1
2025-05-20,2427,Pasaje Aarón Coloma 52 Piso 1 ,Mendoza,Centro,Online,Accesorios,Masculino,1
2025-05-20,2428,Glorieta Ulises Bosch 92,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-20,2429,Cuesta Feliciano Ocaña 8 Puerta 6 ,Santa Fe,Litoral,Tienda física,Calzado deportivo,Masculino,1
2025-05-21,2430,C. de Paz Silva 71,Salta,Centro,Online,Calzado deportivo,Femenino,1
2025-05-21,2431,Vial de Salomón Morillo 76,Salta,CABA,Online,Calzado deportivo,Otro,1
2025-05-21,2432,Cuesta de Haydée Amores 39,Mendoza,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2433,Acceso de Noé Vallejo 7,Santa Fe,Centro,Online,Ropa deportiva,Masculino,1
2025-05-21,2434,Vial Angelina Expósito 4,Buenos Aires,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-05-21,2435,Avenida de Norberto Plana 36 Piso 4 ,Córdoba,CABA,Tienda física,Accesorios,Femenino,1
2025-05-21,2436,Calle de Juan Carlos Robles 72 Puerta 8 ,Buenos Aires,Cuyo,Online,Calzado deportivo,Otro,1
2025-05-21,2437,Avenida de Osvaldo Cadenas 30,Mendoza,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2438,Camino Anunciación Plana 80 Puerta 6 ,Mendoza,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2439,Cañada Teodoro Jordán 8 Puerta 5 ,Santa Fe,Centro,Online,Accesorios,Otro,1
2025-05-21,2440,Paseo de Pánfilo Cantón 96 Piso 1 ,Buenos Aires,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-21,2441,Alameda Laura Jordá 88,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-05-21,2442,Pasaje Lope Ariño 8 Piso 5 ,Santa Fe,NOA,Online,Accesorios,Otro,1
2025-05-21,2443,Callejón de Teodoro Nebot 90,Córdoba,NOA,Online,Calzado deportivo,Femenino,1
2025-05-21,2444,Cañada Pepe Rincón 8 Piso 4 ,Salta,Cuyo,Online,Accesorios,Femenino,1
2025-05-21,2445,Acceso Lupita Arce 363,Mendoza,Litoral,Online,Accesorios,Femenino,1
2025-05-21,2446,Vial Lucía Coca 56,Córdoba,Centro,Tienda física,Ropa deportiva,Otro,1
2025-05-21,2447,Urbanización de Zaida Zabaleta 270 Piso 5 ,Córdoba,NOA,Online,Accesorios,Masculino,1
2025-05-21,2448,Via Roberto Vila 6,Mendoza,CABA,Online,Ropa deportiva,Otro,1
2025-05-21,2449,C. de Alfredo Espejo 71 Apt. 39 ,Salta,CABA,Tienda física,Accesorios,Femenino,1
2025-05-21,2450,Pasadizo de Calista Hervás 6 Puerta 7 ,Mendoza,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2451,Callejón de Margarita Estevez 18,Buenos Aires,NOA,Online,Accesorios,Otro,1
2025-05-21,2452,Cañada Leandro Adadia 13 Piso 2 ,Mendoza,Centro,Online,Ropa deportiva,Femenino,1
2025-05-21,2453,Pasaje de Elena Monreal 4 Apt. 05 ,Córdoba,CABA,Online,Ropa deportiva,Otro,1
2025-05-21,2454,Cañada Luisa Serna 669,Santa Fe,Centro,Tienda física,Accesorios,Otro,1
2025-05-21,2455,Paseo de Albano Novoa 65 Piso 2 ,Salta,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2456,Glorieta de Berta Domínguez 74 Apt. 91 ,Mendoza,Centro,Tienda física,Accesorios,Femenino,1
2025-05-21,2457,Avenida de Hipólito Ávila 54 Piso 7 ,Buenos Aires,CABA,Tienda física,Accesorios,Femenino,1
2025-05-21,2458,Vial Etelvina Diaz 759 Piso 0 ,Salta,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-05-21,2459,Urbanización de Remigio Catalá 29 Apt. 63 ,Salta,NOA,Online,Accesorios,Masculino,1
2025-05-21,2460,Camino Luis Miguel Escalona 96,Salta,Litoral,Online,Accesorios,Otro,1
2025-05-21,2461,Glorieta de Silvio Lorenzo 25 Puerta 5 ,Santa Fe,CABA,Online,Ropa deportiva,Femenino,1
2025-05-21,2462,C. Ana Belén Simó 37 Apt. 64 ,Mendoza,NOA,Online,Ropa deportiva,Femenino,1
2025-05-21,2463,Pasaje de Gabriela Dueñas 7,Córdoba,NOA,Online,Accesorios,Otro,1
2025-05-21,2464,Ronda de Gonzalo Andres 932 Apt. 99 ,Córdoba,Centro,Tienda física,Calzado deportivo,Otro,1
2025-05-21,2465,Alameda Emilia Iborra 89 Puerta 1 ,Buenos Aires,Cuyo,Online,Accesorios,Masculino,1
2025-05-21,2466,C. Carmina Vidal 82 Piso 3 ,Santa Fe,Litoral,Tienda física,Accesorios,Otro,1
2025-05-21,2467,Glorieta de Mohamed Cazorla 11,Mendoza,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-21,2468,Pasaje de Jose Ignacio Salcedo 82,Santa Fe,Cuyo,Tienda física,Accesorios,Otro,1
2025-05-21,2469,Rambla de Jose Ignacio Sevilla 1,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-05-21,2470,Pasadizo de Adoración Pol 7,Santa Fe,CABA,Online,Ropa deportiva,Masculino,1
2025-05-21,2471,Paseo Lidia Alvarez 17 Piso 6 ,Buenos Aires,Cuyo,Online,Ropa deportiva,Masculino,1
2025-05-21,2472,C. de Lilia Vidal 26,Buenos Aires,Centro,Tienda física,Calzado deportivo,Otro,1
2025-05-21,2473,Callejón Marta Cantón 75,Córdoba,Cuyo,Online,Calzado deportivo,Otro,1
2025-05-21,2474,Urbanización Natalia Tolosa 24 Piso 1 ,Buenos Aires,Litoral,Tienda física,Accesorios,Otro,1
2025-05-21,2475,Urbanización de Marita Juan 84 Piso 7 ,Córdoba,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-05-21,2476,Calle de María Chaves 58 Apt. 35 ,Buenos Aires,Litoral,Online,Calzado deportivo,Masculino,1
2025-05-21,2477,Cañada de Lilia Cuadrado 847 Puerta 4 ,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-05-21,2478,Vial Ema Manzano 44,Santa Fe,Litoral,Tienda física,Accesorios,Otro,1
2025-05-21,2479,Camino Marcio Colomer 604,Salta,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-05-21,2480,Rambla de Omar Costa 985 Piso 6 ,Salta,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-05-21,2481,Pasadizo Alma Echevarría 16 Puerta 1 ,Córdoba,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2482,Cañada Hilario Gomez 24 Puerta 3 ,Córdoba,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2483,Pasaje de Clotilde Albero 633 Puerta 0 ,Salta,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-05-21,2484,Alameda Anunciación Bautista 98 Puerta 8 ,Córdoba,Centro,Online,Calzado deportivo,Masculino,1
2025-05-21,2485,Pasaje Claudia Yáñez 53,Santa Fe,NOA,Online,Ropa deportiva,Femenino,1
2025-05-21,2486,Urbanización Jenny Sastre 50,Santa Fe,Centro,Online,Accesorios,Otro,1
2025-05-21,2487,Glorieta Luz Bartolomé 58 Apt. 33 ,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-21,2488,Pasaje de Clímaco Azcona 41,Mendoza,NOA,Online,Accesorios,Femenino,1
2025-05-21,2489,Pasaje Celso Tamarit 91 Puerta 3 ,Buenos Aires,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2490,Camino de Agapito Ropero 8 Puerta 3 ,Mendoza,Litoral,Online,Calzado deportivo,Otro,1
2025-05-21,2491,Callejón Marisela Ramírez 347 Piso 8 ,Salta,NOA,Tienda física,Accesorios,Otro,1
2025-05-21,2492,Cañada de Juan Luis Ibarra 94 Puerta 4 ,Santa Fe,Cuyo,Tienda física,Accesorios,Otro,1
2025-05-21,2493,Rambla Amarilis Agudo 88 Piso 2 ,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-05-21,2494,Ronda Ignacia Mayo 8,Buenos Aires,Cuyo,Online,Calzado deportivo,Otro,1
2025-05-21,2495,Glorieta Melania Camps 53 Puerta 4 ,Salta,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-05-21,2496,Via de Isidora Marín 339 Piso 2 ,Salta,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2497,Rambla de Reyes Cruz 925,Santa Fe,CABA,Online,Accesorios,Otro,1
2025-05-21,2498,Callejón de Jenaro Jódar 64 Apt. 45 ,Córdoba,Litoral,Online,Calzado deportivo,Masculino,1
2025-05-21,2499,Pasaje de Mario Roig 166 Piso 0 ,Salta,Cuyo,Online,Accesorios,Femenino,1
2025-05-21,2500,Vial de Yago Lledó 4 Apt. 44 ,Córdoba,Cuyo,Tienda física,Accesorios,Otro,1
2025-05-21,2501,Alameda Teófilo Piñeiro 98 Puerta 3 ,Salta,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2502,Callejón de Custodio Benavente 62,Mendoza,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-05-21,2503,Calle de Mercedes Porta 53 Puerta 9 ,Santa Fe,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-05-21,2504,Via Basilio Noriega 68 Piso 4 ,Salta,CABA,Online,Accesorios,Femenino,1
2025-05-21,2505,Vial de Silvia Benavent 36,Mendoza,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-05-21,2506,Camino de Heraclio Borja 63,Mendoza,Cuyo,Online,Accesorios,Otro,1
2025-05-21,2507,Plaza de Enrique Bayo 85 Puerta 3 ,Buenos Aires,Centro,Online,Ropa deportiva,Femenino,1
2025-05-21,2508,Pasaje de Javier Serna 45,Salta,Litoral,Online,Accesorios,Femenino,1
2025-05-21,2509,Plaza de Enrique Carreras 76 Piso 0 ,Buenos Aires,CABA,Tienda física,Accesorios,Femenino,1
2025-05-21,2510,Plaza de Clarisa Ruiz 9,Mendoza,Centro,Tienda física,Accesorios,Otro,1
2025-05-21,2511,Cañada de Consuelo Múgica 2 Puerta 1 ,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-05-21,2512,Pasadizo Raquel Bonilla 479,Salta,Cuyo,Online,Ropa deportiva,Otro,1
2025-05-22,2513,Callejón de Adela Sanmiguel 25,Mendoza,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-05-22,2514,Pasaje de Belén Rosell 7,Buenos Aires,Centro,Tienda física,Ropa deportiva,Otro,1
2025-05-22,2515,C. Alejo Aguirre 75 Apt. 43 ,Mendoza,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-05-22,2516,Glorieta de María Luisa Pacheco 323 Apt. 42 ,Mendoza,Centro,Online,Calzado deportivo,Femenino,1
2025-05-22,2517,Paseo Eligia Ariza 68,Mendoza,CABA,Tienda física,Accesorios,Femenino,1
2025-05-22,2518,Alameda de Íngrid Grau 53,Salta,Cuyo,Tienda física,Accesorios,Otro,1
2025-05-22,2519,Callejón de Joan Gaya 30,Mendoza,CABA,Tienda física,Accesorios,Otro,1
2025-05-22,2520,C. Amancio Saldaña 16 Piso 7 ,Salta,CABA,Tienda física,Calzado deportivo,Otro,1
2025-05-22,2521,Glorieta María Manuela Pintor 311 Puerta 9 ,Buenos Aires,Centro,Tienda física,Ropa deportiva,Otro,1
2025-05-22,2522,Glorieta Dionisio Torrijos 755,Córdoba,Litoral,Online,Calzado deportivo,Femenino,1
2025-05-22,2523,Avenida Nerea Vendrell 57,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-05-22,2524,Plaza de Adrián Pinto 26,Santa Fe,NOA,Online,Accesorios,Masculino,1
2025-05-22,2525,Cañada de Piedad Bas 44 Puerta 1 ,Córdoba,CABA,Online,Accesorios,Femenino,1
2025-05-22,2526,Plaza de Leonardo Morales 3 Apt. 29 ,Santa Fe,Litoral,Tienda física,Accesorios,Otro,1
2025-05-22,2527,Pasadizo Fabricio Checa 10,Santa Fe,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-05-22,2528,Acceso de Esmeralda Ribera 36,Córdoba,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-05-22,2529,Rambla Pánfilo Canals 80,Mendoza,Litoral,Online,Calzado deportivo,Masculino,1
2025-05-22,2530,C. de Eufemia Perea 69,Córdoba,NOA,Online,Calzado deportivo,Otro,1
2025-05-22,2531,Alameda Ambrosio Sosa 3,Salta,NOA,Online,Ropa deportiva,Femenino,1
2025-05-22,2532,Paseo René Zapata 22 Apt. 53 ,Buenos Aires,CABA,Online,Calzado deportivo,Femenino,1
2025-05-22,2533,Avenida de Daniel Tamarit 96,Santa Fe,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-05-22,2534,Plaza María Tamayo 34 Piso 8 ,Salta,NOA,Tienda física,Calzado deportivo,Otro,1
2025-05-22,2535,Cuesta América Ferrández 93 Apt. 23 ,Santa Fe,CABA,Online,Calzado deportivo,Masculino,1
2025-05-22,2536,C. Lorenzo Calzada 53,Córdoba,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-05-22,2537,Alameda de Leocadia Sevilla 588,Córdoba,CABA,Tienda física,Accesorios,Masculino,1
