Cliente,Dirección,Latitud,Longitud,Teléfono,Correo electrónico,Fecha,Mes,Cantidad_entregas
9842,Calle Lavalle 4137,-34.880882,-58.311545,+34 715 70 53 10,tmoll@gmail.com,2025-08-25,8,1
9844,Avenida Rivadavia 2195,-34.71101,-58.49472,+34 748 157 288,juan-bautistamur@gmail.com,2025-06-14,6,1
9850,Calle Rivera Indarte 1316,-34.709052,-58.318424,+34717 417 876,bfernandez@gmail.com,2025-09-24,9,1
9854,Avenida Juan B. Justo 3750,-34.866652,-58.386789,+34740666388,margaritasanmiguel@hotmail.com,2025-05-31,5,1
9857,Calle 25 de Mayo 8372,-34.6335,-58.494002,+34733047665,fmarco@espada-camps.net,2025-07-29,7,1
9859,Avenida Juan B. Justo 1822,-34.655566,-58.431592,+34 730 49 41 06,tpuerta@gmail.com,2025-05-21,5,1
9861,Avenida Gaona 7127,-34.736496,-58.508393,+34 730644096,arturobeltran@yahoo.com,2025-07-23,7,1
9863,Avenida Cabildo 3030,-34.816061,-58.384575,+34709677535,ibanmatas@gmail.com,2025-09-20,9,1
9866,Avenida Corrientes 8722,-34.66641,-58.392421,+34712 863 926,beatriz07@canas-nunez.net,2025-05-09,5,1
9868,Calle 25 de Mayo 4200,-34.860005,-58.467177,+34600 04 12 14,gvalle@yahoo.com,2025-07-14,7,1
9874,Avenida Directorio 5295,-34.714298,-58.576696,+34936084410,evarela@uriarte-villanueva.es,2025-09-03,9,1
9883,Avenida San Martín 2516,-34.795576,-58.595726,+34 711562869,florisern@hotmail.com,2025-08-13,8,1
9899,Calle Emilio Castro 9139,-34.64623,-58.436028,+34975646888,isidro43@hotmail.com,2025-05-30,5,1
9902,Calle Lavalle 718,-34.833505,-58.489861,+34 715146119,lucho01@llado.es,2025-05-17,5,1
9903,Calle Rivera Indarte 2710,-34.655823,-58.56017,+34706 25 90 05,wmalo@pedro-ferrera.org,2025-08-20,8,1
9910,Calle Emilio Castro 6748,-34.731679,-58.345295,+34745 890 154,teofilasureda@alemany.com,2025-09-27,9,1
9918,Avenida Directorio 8772,-34.837202,-58.436009,+34736 25 59 83,galanadora@manso-bernat.net,2025-07-29,7,1
9919,Calle 25 de Mayo 9005,-34.723613,-58.352813,+34849 53 77 91,lunaquiroga@bayo.es,2025-08-25,8,1
9925,Avenida Directorio 4814,-34.824015,-58.519351,+34966 416 342,sanchoazahara@carlos.org,2025-09-12,9,1
9933,Avenida Corrientes 1138,-34.837523,-58.434408,+34 692 962 059,jose10@bou.com,2025-08-01,8,1
9939,Calle Rivera Indarte 7564,-34.607119,-58.577622,+34745 995 596,falconedelmiro@gmail.com,2025-09-15,9,1
9942,Avenida Juan B. Justo 2498,-34.758786,-58.522243,+34702 85 23 07,rosario93@gmail.com,2025-10-08,10,1
9942,Avenida San Martín 4844,-34.654185,-58.447654,+34 842 44 09 34,rruiz@naranjo.com,2025-06-24,6,1
9944,Avenida Cabildo 2979,-34.644585,-58.384515,+34 712021585,qmendez@gallo-munoz.com,2025-07-24,7,1
9950,Calle Belgrano 3092,-34.638912,-58.341764,+34711 129 974,pomaresdelfina@mendizabal.com,2025-08-09,8,1
9953,Calle Segurola 6069,-34.786857,-58.551659,+34742 619 270,benigno78@yahoo.com,2025-07-05,7,1
9957,Calle Lavalle 7237,-34.891656,-58.580407,+34 715 53 81 13,saezsilvio@cobo.es,2025-05-14,5,1
9957,Calle Rivera Indarte 8215,-34.67859,-58.459856,+34749 602 290,valeraangelino@figueras.es,2025-08-28,8,1
9958,Calle Rivera Indarte 5111,-34.749445,-58.557148,+34940 46 62 19,chelo28@esteve.es,2025-09-05,9,1
9959,Calle Lavalle 7499,-34.699916,-58.323303,+34884 651 922,parejoadela@castaneda-pinol.com,2025-05-14,5,1
9968,Calle Rivera Indarte 9287,-34.660977,-58.480895,+34 741408255,encarnacion46@gmail.com,2025-10-15,10,1
9974,Avenida Cabildo 842,-34.899043,-58.471329,+34 714 69 49 18,virginia50@herrero.com,2025-07-19,7,1
9976,Calle Emilio Castro 7636,-34.866691,-58.461128,+34710184156,edgardo35@hotmail.com,2025-07-14,7,1
9982,Avenida Corrientes 2689,-34.857276,-58.407817,+34 732 099 560,elorzaemilio@bautista.com,2025-07-05,7,1
9999,Avenida Directorio 6482,-34.813115,-58.573025,+34712768324,pfalcon@gmail.com,2025-07-29,7,1
10001,Calle Lavalle 6458,-34.758039,-58.338115,+34831 41 45 44,chiconatividad@farre.com,2025-06-20,6,1
10007,Avenida Juan B. Justo 1307,-34.874545,-58.423254,+34713 416 642,hierrodanilo@alberola.com,2025-09-18,9,1
10012,Avenida Cabildo 3383,-34.838383,-58.508954,+34744703863,almagrovictor@hotmail.com,2025-05-12,5,1
10014,Avenida del Libertador 2726,-34.791185,-58.561764,+34 721 81 80 38,rufino07@hotmail.com,2025-06-13,6,1
10017,Calle Emilio Castro 6196,-34.899668,-58.471158,+34 702 389 463,benitezleandra@yahoo.com,2025-08-21,8,1
10019,Calle Belgrano 2080,-34.813316,-58.351878,+34807 32 41 06,virginiabanos@barrios.net,2025-09-24,9,1
10020,Avenida Santa Fe 2275,-34.740614,-58.548436,+34 701 43 30 08,valleomar@cuevas.com,2025-07-12,7,1
10022,Avenida Corrientes 599,-34.820929,-58.319069,+34 638 454 102,eustaquiotena@yahoo.com,2025-06-30,6,1
10023,Calle Lavalle 4206,-34.738008,-58.308663,+34908 44 39 83,nicolasahervia@yahoo.com,2025-09-20,9,1
10025,Calle Belgrano 8963,-34.847643,-58.544272,+34 741929230,xperal@yahoo.com,2025-07-23,7,1
10035,Avenida Gaona 2979,-34.654107,-58.554341,+34743961700,aparra@gmail.com,2025-10-03,10,1
10040,Calle Lavalle 5523,-34.743215,-58.401829,+34730832532,martin70@bueno.es,2025-07-28,7,1
10041,Calle 25 de Mayo 497,-34.726216,-58.392754,+34 680 84 65 63,ferminduran@exposito.com,2025-10-29,10,1
10042,Calle Lavalle 3463,-34.680855,-58.47242,+34 993955332,saezgregorio@gmail.com,2025-05-10,5,1
10053,Calle Lavalle 9780,-34.866234,-58.499626,+34883 16 40 94,gmena@baez.net,2025-10-16,10,1
10053,Calle Yrigoyen 4983,-34.704297,-58.458962,+34 746 44 22 78,gala86@gordillo.es,2025-08-06,8,1
10055,Avenida Corrientes 7612,-34.640724,-58.35038,+34935883840,codinadimas@mariscal.es,2025-10-10,10,1
10055,Avenida San Martín 999,-34.789334,-58.406995,+34 865913886,eloyjorda@hotmail.com,2025-08-06,8,1
10056,Calle Belgrano 1275,-34.602533,-58.438731,+34736 410 703,clotilde99@hotmail.com,2025-09-02,9,1
10064,Avenida San Martín 6807,-34.829736,-58.568835,+34718 583 568,jacintamunoz@hotmail.com,2025-10-14,10,1
10072,Calle Yrigoyen 5627,-34.709574,-58.519484,+34 619694309,marisol21@pellicer-piquer.org,2025-10-10,10,1
10076,Calle Rivera Indarte 6915,-34.854302,-58.315668,+34743 072 759,melerojuana@hotmail.com,2025-09-09,9,1
10086,Avenida del Libertador 9645,-34.845462,-58.414438,+34724 744 181,eric41@yahoo.com,2025-06-04,6,1
10091,Avenida Cabildo 4351,-34.718616,-58.372343,+34 715 964 221,pereabaudelio@rueda-puig.com,2025-07-17,7,1
10091,Calle 25 de Mayo 8086,-34.708074,-58.337134,+34704 052 051,angelino47@ferrandez.com,2025-05-13,5,1
10094,Avenida Rivadavia 7831,-34.743994,-58.532327,+34 675 18 88 39,cristobal84@hotmail.com,2025-05-10,5,1
10094,Calle Emilio Castro 9080,-34.80717,-58.303012,+34 691256801,belmonteascension@llopis.es,2025-07-29,7,1
10098,Calle Emilio Castro 1236,-34.666215,-58.300626,+34 742 52 15 80,albino21@hotmail.com,2025-07-15,7,1
10099,Avenida Rivadavia 1643,-34.643659,-58.542369,+34 725164632,iglesiasemelina@hoyos.org,2025-07-02,7,1
10099,Avenida Rivadavia 6316,-34.616565,-58.436803,+34 718966032,borrasfaustino@yahoo.com,2025-09-22,9,1
10101,Avenida Santa Fe 831,-34.659339,-58.545694,+34952566783,cosmeporcel@mariscal-verdejo.com,2025-09-13,9,1
10102,Avenida Directorio 5284,-34.738552,-58.32191,+34737223067,gtoro@pombo.com,2025-06-18,6,1
10102,Avenida Directorio 8484,-34.616636,-58.49154,+34904 50 38 72,sortega@hotmail.com,2025-08-12,8,1
10104,Avenida Santa Fe 7116,-34.789278,-58.411149,+34703106854,diegomarcela@gmail.com,2025-05-14,5,1
10104,Avenida del Libertador 1070,-34.857881,-58.414819,+34 616091807,ileanacarreno@hotmail.com,2025-05-09,5,1
10106,Calle Emilio Castro 9535,-34.852795,-58.405145,+34718 307 654,mariana64@hotmail.com,2025-09-26,9,1
10109,Calle Emilio Castro 6098,-34.649929,-58.539716,+34 729 026 427,oliviabarrio@palacios-salamanca.com,2025-05-29,5,1
10110,Avenida Gaona 2192,-34.764428,-58.530258,+34 741 32 38 77,mateorafa@yahoo.com,2025-10-11,10,1
10112,Avenida Directorio 3740,-34.604395,-58.560109,+34 872 022 006,patricio95@pena.com,2025-07-31,7,1
10116,Avenida Juan B. Justo 4244,-34.621629,-58.519184,+34 701 72 29 03,teofilovizcaino@garay-lago.org,2025-05-20,5,1
10121,Calle Belgrano 6724,-34.607342,-58.476969,+34700 51 55 46,marciano20@yahoo.com,2025-09-11,9,1
10124,Calle Lavalle 7690,-34.637181,-58.414147,+34734 02 10 45,laura98@heredia-rincon.org,2025-06-24,6,1
10137,Avenida Gaona 1190,-34.899976,-58.39973,+34898 97 51 67,benjamin71@tapia.es,2025-10-01,10,1
10137,Calle Lavalle 3942,-34.638723,-58.37919,+34707015458,cervantesabril@gmail.com,2025-10-03,10,1
10139,Calle 25 de Mayo 9307,-34.801146,-58.388433,+34745 64 86 28,venceslas57@hotmail.com,2025-10-21,10,1
10141,Avenida del Libertador 3127,-34.601328,-58.583109,+34 725 32 39 56,carmenmayoral@machado-morillo.es,2025-07-24,7,1
10142,Avenida San Martín 876,-34.621769,-58.337434,+34724 36 50 10,lidia96@hervia-monreal.com,2025-05-19,5,1
10151,Calle Emilio Castro 6854,-34.66002,-58.557862,+34967 33 21 32,guillermo63@hotmail.com,2025-10-06,10,1
10156,Avenida Juan B. Justo 2383,-34.605103,-58.359389,+34725 899 459,bassalvador@cordero.com,2025-10-31,10,1
10162,Avenida Gaona 6701,-34.775038,-58.397085,+34717047012,reynaldo68@juan-mari.es,2025-06-06,6,1
10165,Calle Emilio Castro 3298,-34.696907,-58.313611,+34745 97 52 61,violetaalmansa@gmail.com,2025-05-28,5,1
10166,Calle 25 de Mayo 6530,-34.894939,-58.39784,+34 729 584 644,gregoriopulido@yahoo.com,2025-09-10,9,1
10170,Avenida Corrientes 5322,-34.66225,-58.517949,+34649 31 21 34,quesadajose-francisco@gmail.com,2025-06-02,6,1
10170,Calle Lavalle 904,-34.821265,-58.421799,+34701788409,odalys83@hotmail.com,2025-09-29,9,1
10177,Calle Rivera Indarte 4113,-34.868431,-58.310637,+34856 709 306,angel67@gual-leon.org,2025-10-23,10,1
10182,Calle Segurola 5416,-34.785593,-58.548773,+34744589256,hectorcarbajo@galvez.com,2025-10-25,10,1
10183,Calle Yrigoyen 7557,-34.829864,-58.472803,+34726 189 377,imendez@gmail.com,2025-10-27,10,1
10191,Avenida Rivadavia 4973,-34.874431,-58.477444,+34955 34 48 52,fandres@bermudez.es,2025-08-04,8,1
10192,Calle 25 de Mayo 7135,-34.762187,-58.447035,+34706243138,claudiopizarro@yahoo.com,2025-10-28,10,1
10194,Avenida Corrientes 1090,-34.774449,-58.362731,+34739 916 393,jgranados@hotmail.com,2025-10-10,10,1
10194,Calle 25 de Mayo 3424,-34.750023,-58.365787,+34746 58 44 36,claverotania@tolosa.net,2025-08-23,8,1
10197,Calle Rivera Indarte 2289,-34.616623,-58.365442,+34 723 407 610,esmeraldaferran@gmail.com,2025-09-26,9,1
10198,Calle Segurola 2630,-34.609768,-58.546307,+34745 63 21 32,vilaplanasabina@dominguez.org,2025-08-12,8,1
10206,Avenida del Libertador 9473,-34.734244,-58.475833,+34 702 196 439,aurena@bru.org,2025-10-04,10,1
10218,Avenida Cabildo 9116,-34.753966,-58.589954,+34709 24 11 97,npalau@carrion-diaz.net,2025-05-19,5,1
10218,Avenida San Martín 4633,-34.819255,-58.386005,+34 876121724,oliveraestrella@gmail.com,2025-05-20,5,1
10218,Calle Rivera Indarte 1250,-34.666156,-58.443286,+34718 431 343,linosaldana@donaire.es,2025-08-19,8,1
10221,Avenida Juan B. Justo 1132,-34.896166,-58.325587,+34703232457,yessicacuesta@perera-cuadrado.com,2025-05-10,5,1
10224,Calle 25 de Mayo 8522,-34.762361,-58.523464,+34 820 645 118,conchaterron@vergara.es,2025-07-30,7,1
10227,Calle Belgrano 9680,-34.804041,-58.328042,+34922 11 78 78,jose-maria00@gmail.com,2025-06-19,6,1
10232,Calle Lavalle 954,-34.867562,-58.445169,+34886235244,regina01@yahoo.com,2025-10-21,10,1
10236,Calle Yrigoyen 413,-34.797988,-58.412465,+34713925517,catalinaexposito@prieto-roig.es,2025-06-17,6,1
10240,Avenida del Libertador 3296,-34.700325,-58.520684,+34734781050,patricioalbero@yahoo.com,2025-07-10,7,1
10242,Avenida Rivadavia 4763,-34.836228,-58.535472,+34 722885255,tpino@vidal.com,2025-10-06,10,1
10248,Calle 25 de Mayo 4286,-34.776887,-58.542952,+34720 969 341,marjona@yahoo.com,2025-09-04,9,1
10249,Avenida Rivadavia 7320,-34.796,-58.570317,+34698 77 84 22,jesusboada@hotmail.com,2025-10-16,10,1
10258,Calle 25 de Mayo 8194,-34.634705,-58.419188,+34 721 01 97 19,jordan88@tejero.es,2025-07-03,7,1
10258,Calle Segurola 3639,-34.685956,-58.370152,+34 723 238 724,morenamateu@blasco.com,2025-09-11,9,1
10259,Avenida del Libertador 5582,-34.777742,-58.586307,+34 707 56 72 69,barrenapaca@yahoo.com,2025-06-23,6,1
10263,Avenida Santa Fe 3580,-34.701731,-58.539667,+34 861 019 084,calisto76@hotmail.com,2025-10-20,10,1
10265,Avenida Corrientes 1116,-34.66169,-58.447982,+34719 724 567,gbusquets@hotmail.com,2025-06-14,6,1
10274,Avenida Santa Fe 6455,-34.630629,-58.535804,+34 949131168,luzdorita@valero-solera.es,2025-05-03,5,1
10276,Avenida del Libertador 6626,-34.758718,-58.400493,+34 716 45 88 15,romeroreinaldo@roma-posada.org,2025-07-16,7,1
10280,Avenida Corrientes 8819,-34.695221,-58.379815,+34974 020 685,solaisa@gmail.com,2025-06-09,6,1
10280,Avenida Juan B. Justo 8185,-34.623499,-58.368433,+34716309906,spina@gmail.com,2025-10-14,10,1
10282,Avenida Juan B. Justo 6810,-34.707704,-58.540156,+34 722 26 80 15,dgiralt@gmail.com,2025-07-29,7,1
10282,Avenida San Martín 4450,-34.891385,-58.369703,+34 680 54 90 90,riverocristina@yahoo.com,2025-09-26,9,1
10282,Calle Emilio Castro 4540,-34.794982,-58.43995,+34716 45 58 77,jose-antonio34@nebot-ugarte.es,2025-06-09,6,1
10285,Avenida Corrientes 9602,-34.728302,-58.363229,+34714 998 754,armengolalbino@gmail.com,2025-06-30,6,1
10285,Avenida Corrientes 9697,-34.862885,-58.519944,+34736 29 99 17,wporras@marcos.com,2025-06-25,6,1
10289,Avenida Cabildo 2022,-34.648353,-58.302594,+34636 637 064,sergiotaboada@gmail.com,2025-06-16,6,1
10291,Avenida San Martín 5541,-34.739923,-58.576264,+34 741422238,ayllonramona@pareja.es,2025-06-06,6,1
10291,Avenida del Libertador 2074,-34.848525,-58.571388,+34665599843,esparzaanna@carranza.com,2025-06-16,6,1
10292,Avenida Directorio 6554,-34.820834,-58.559584,+34725 35 93 05,cisnerosjorge@yahoo.com,2025-05-17,5,1
10294,Avenida Corrientes 2825,-34.774433,-58.352258,+34 704665939,nieves69@gmail.com,2025-06-07,6,1
10295,Calle 25 de Mayo 3848,-34.798769,-58.359729,+34608528886,yagoarias@hotmail.com,2025-06-16,6,1
10296,Avenida Cabildo 2802,-34.896298,-58.584477,+34627119094,carolina44@yahoo.com,2025-08-19,8,1
10297,Calle Lavalle 5289,-34.60682,-58.481343,+34 985 696 080,mcarretero@hotmail.com,2025-07-30,7,1
10298,Avenida del Libertador 3370,-34.746351,-58.470455,+34712 081 581,uamigo@riera.com,2025-10-23,10,1
10300,Calle Emilio Castro 8286,-34.84023,-58.483413,+34737659843,macarenavendrell@bauza-molina.com,2025-06-26,6,1
10310,Calle Yrigoyen 4178,-34.741978,-58.396207,+34 712 33 09 88,varco@palau.es,2025-05-23,5,1
10311,Avenida del Libertador 3469,-34.701165,-58.456756,+34 734 636 511,uporras@calderon-luz.com,2025-10-09,10,1
10313,Calle 25 de Mayo 8585,-34.618866,-58.484795,+34 720 50 04 87,sorianomaria@elorza.es,2025-06-14,6,1
10317,Avenida Rivadavia 1705,-34.839983,-58.383502,+34746129815,ines55@yahoo.com,2025-08-16,8,1
10322,Avenida Juan B. Justo 2903,-34.711915,-58.385006,+34990 96 05 28,balbero@pena.com,2025-07-01,7,1
10324,Avenida Directorio 8743,-34.887985,-58.519593,+34714230954,gamador@yahoo.com,2025-07-03,7,1
10326,Calle Belgrano 7951,-34.812162,-58.547935,+34 738 61 44 63,ipinilla@villalonga-calderon.es,2025-05-20,5,1
10328,Avenida Cabildo 5280,-34.823661,-58.380813,+34 651 540 481,valeriaacuna@gmail.com,2025-07-24,7,1
10328,Avenida Cabildo 8251,-34.775398,-58.503105,+34749 646 669,apoloniacatala@yahoo.com,2025-08-14,8,1
10335,Calle Emilio Castro 1787,-34.638763,-58.536496,+34 745 432 164,icarrera@gmail.com,2025-09-13,9,1
10337,Calle Belgrano 708,-34.806753,-58.487509,+34 809 63 47 16,quevedoabril@espejo.com,2025-08-21,8,1
10340,Avenida Rivadavia 6885,-34.619243,-58.561237,+34 709 536 613,guardiaencarnita@hotmail.com,2025-06-23,6,1
10344,Calle Belgrano 6030,-34.803595,-58.529315,+34 739 88 30 85,llabresmarianela@lara-barranco.es,2025-10-08,10,1
10364,Calle Segurola 4578,-34.857349,-58.544611,+34 925 42 50 10,severo91@hotmail.com,2025-09-17,9,1
10370,Calle 25 de Mayo 3884,-34.879543,-58.330281,+34 749 834 047,silviosuarez@manzano-amoros.es,2025-05-19,5,1
10371,Avenida del Libertador 7829,-34.800122,-58.307169,+34 911728175,epifanio81@morante-estevez.es,2025-09-09,9,1
10371,Avenida del Libertador 8434,-34.836887,-58.394387,+34 710 754 195,cirinocoloma@hotmail.com,2025-09-26,9,1
10372,Avenida Gaona 2552,-34.64416,-58.576009,+34845385353,vcorbacho@muro.es,2025-05-27,5,1
10376,Calle Lavalle 6493,-34.832154,-58.550322,+34743 150 492,marciotorrent@iglesias-neira.es,2025-08-04,8,1
10386,Avenida Gaona 1634,-34.644749,-58.32709,+34 732 039 893,zmiguel@yahoo.com,2025-06-25,6,1
10386,Calle Belgrano 9668,-34.862781,-58.483335,+34723 60 93 73,elpidio51@morcillo-escalona.es,2025-06-26,6,1
10387,Calle Rivera Indarte 2191,-34.876538,-58.516571,+34870 12 17 82,maria-luisa81@manjon-ledesma.com,2025-05-08,5,1
10389,Calle Belgrano 2395,-34.713979,-58.352002,+34 963 061 277,castanedavictor-manuel@yahoo.com,2025-09-27,9,1
10396,Avenida Directorio 859,-34.629573,-58.598332,+34 647 09 37 64,isabelaanaya@verdu.com,2025-09-24,9,1
10397,Avenida Cabildo 3829,-34.63484,-58.40447,+34 730939389,ale98@yahoo.com,2025-07-05,7,1
10397,Calle Rivera Indarte 8158,-34.779476,-58.347253,+34 734 73 27 80,jesusa26@palomar.com,2025-07-08,7,1
10398,Avenida Directorio 9043,-34.830289,-58.552432,+34859167139,theras@martinez-duarte.com,2025-09-20,9,1
10400,Calle Rivera Indarte 6004,-34.838028,-58.575393,+34711 23 23 00,ciro69@serna.org,2025-05-20,5,1
10404,Avenida Santa Fe 8167,-34.863999,-58.305361,+34 614 84 32 92,jmolina@yahoo.com,2025-06-12,6,1
10407,Calle Lavalle 6851,-34.608265,-58.319609,+34 920 63 59 38,frosado@gmail.com,2025-06-23,6,1
10414,Avenida Cabildo 3075,-34.686203,-58.55431,+34 714 26 30 08,elianamarmol@cadenas.es,2025-06-05,6,1
10431,Avenida Cabildo 8444,-34.684843,-58.431523,+34736 747 672,susanaoliva@gmail.com,2025-05-14,5,1
10432,Avenida Santa Fe 7570,-34.817433,-58.315032,+34 890 82 55 39,celia07@yahoo.com,2025-07-04,7,1
10436,Avenida Rivadavia 4791,-34.690616,-58.542731,+34702 383 716,guzmanyaiza@solis-melendez.com,2025-10-18,10,1
10437,Avenida Santa Fe 4361,-34.663766,-58.351819,+34713 057 964,riveraaureliano@yahoo.com,2025-10-27,10,1
10443,Calle Belgrano 3874,-34.642801,-58.462289,+34 818737635,josepsalinas@valcarcel.com,2025-07-09,7,1
10444,Avenida Gaona 5651,-34.674204,-58.467249,+34990 799 858,dalila69@navas-rossello.com,2025-06-11,6,1
10447,Avenida Corrientes 474,-34.740713,-58.551794,+34 748 633 248,emartin@coca.com,2025-05-08,5,1
10447,Calle Rivera Indarte 8438,-34.670754,-58.355922,+34 963 194 266,inigo86@yahoo.com,2025-09-30,9,1
10448,Calle Yrigoyen 3194,-34.811781,-58.426365,+34 830 739 127,ricardaromeu@gmail.com,2025-07-23,7,1
10454,Calle 25 de Mayo 9794,-34.782591,-58.452539,+34738 804 798,castillalupe@cerdan.com,2025-10-22,10,1
10459,Avenida Santa Fe 9281,-34.81748,-58.33511,+34 746 567 666,ambarvigil@yahoo.com,2025-07-21,7,1
10460,Avenida Cabildo 5043,-34.899755,-58.419251,+34 609 48 00 14,lcolomer@nogues-hervia.com,2025-10-30,10,1
10462,Calle Lavalle 4272,-34.839177,-58.387524,+34 689 94 47 23,ponsrita@campoy.org,2025-08-02,8,1
10463,Avenida Corrientes 4194,-34.887211,-58.397596,+34 710 165 670,suribe@gmail.com,2025-05-23,5,1
10466,Avenida Juan B. Justo 1097,-34.721284,-58.500719,+34 722574250,julian69@hotmail.com,2025-07-17,7,1
10467,Calle Emilio Castro 7081,-34.635944,-58.336319,+34 913 727 104,batllechus@hotmail.com,2025-06-30,6,1
10473,Avenida del Libertador 6314,-34.680491,-58.386069,+34719660482,kbermudez@yahoo.com,2025-06-20,6,1
10474,Avenida San Martín 1021,-34.649751,-58.380377,+34 716 56 77 13,guzmanambrosio@rebollo.com,2025-05-29,5,1
10484,Calle Emilio Castro 1050,-34.70407,-58.51504,+34 736988926,ferrandeztiburcio@cabeza.com,2025-05-23,5,1
10486,Avenida Corrientes 7187,-34.66215,-58.422073,+34743059052,cirino42@yahoo.com,2025-09-01,9,1
10486,Calle 25 de Mayo 5802,-34.871257,-58.464103,+34 874 783 370,fernandafabregas@almazan.es,2025-08-12,8,1
10492,Avenida Juan B. Justo 117,-34.630511,-58.529877,+34711 69 67 93,dimasamoros@cobo.org,2025-06-06,6,1
10493,Avenida Directorio 8098,-34.721554,-58.503608,+34862143924,paulinaangulo@velasco.com,2025-08-26,8,1
10502,Avenida Cabildo 9411,-34.761794,-58.418596,+34 745193333,saturnina44@ruano-solis.com,2025-05-22,5,1
10507,Avenida Juan B. Justo 2074,-34.637184,-58.473974,+34736599597,andres35@montana.com,2025-10-23,10,1
10509,Avenida Corrientes 6750,-34.602257,-58.582798,+34748 17 21 57,canteroloreto@hotmail.com,2025-10-16,10,1
10513,Avenida Corrientes 3945,-34.843918,-58.50221,+34714 497 910,marina15@piquer.es,2025-08-14,8,1
10517,Avenida Rivadavia 3629,-34.704526,-58.336307,+34 712 54 08 67,severiano67@hotmail.com,2025-10-27,10,1
10520,Calle Lavalle 8209,-34.779069,-58.451855,+34702182408,monrealeutropio@colom-coloma.es,2025-09-02,9,1
10533,Calle Yrigoyen 5132,-34.829443,-58.332961,+34 734 74 54 29,lballester@carrasco-salvador.es,2025-09-06,9,1
10534,Avenida Directorio 9707,-34.767221,-58.317879,+34 728 91 20 69,geraldo80@yahoo.com,2025-07-22,7,1
10535,Avenida Directorio 2551,-34.761554,-58.534519,+34 713018406,fatimasolis@quesada-llorente.es,2025-10-22,10,1
10535,Calle 25 de Mayo 2483,-34.892286,-58.349758,+34714 800 622,losadarosenda@yahoo.com,2025-09-18,9,1
10536,Avenida Juan B. Justo 5310,-34.827352,-58.357797,+34 907 17 42 84,mosqueraleon@grau-becerra.es,2025-09-16,9,1
10539,Avenida Cabildo 8439,-34.725403,-58.368128,+34 701 34 03 70,aparicioselena@yahoo.com,2025-05-30,5,1
10546,Calle 25 de Mayo 9092,-34.677672,-58.487983,+34 700 23 27 61,jtejera@acuna.org,2025-10-08,10,1
10547,Calle 25 de Mayo 3620,-34.694124,-58.344193,+34 748531217,pliniomarquez@serrano.com,2025-05-08,5,1
10557,Calle Emilio Castro 6175,-34.765803,-58.429646,+34 633989617,cristiancanton@villena.com,2025-10-03,10,1
10559,Avenida Rivadavia 3021,-34.820359,-58.406937,+34 705 168 211,kalfaro@yahoo.com,2025-10-22,10,1
10560,Calle 25 de Mayo 6728,-34.677191,-58.376154,+34708 658 379,teremarco@vila.com,2025-06-12,6,1
10564,Avenida Juan B. Justo 9071,-34.883082,-58.427522,+34 740 12 20 25,terronconstanza@yahoo.com,2025-05-07,5,1
10567,Avenida Rivadavia 2158,-34.770504,-58.35755,+34 721 341 595,severinoanton@gmail.com,2025-05-09,5,1
10572,Avenida Cabildo 1383,-34.794416,-58.308626,+34 734 192 431,vanesasoto@baez.com,2025-05-14,5,1
10573,Avenida Gaona 2093,-34.633196,-58.517073,+34 726 10 37 97,elianamadrid@yahoo.com,2025-10-28,10,1
10578,Avenida Santa Fe 119,-34.793976,-58.539481,+34 959898261,oespanol@hotmail.com,2025-07-07,7,1
10580,Calle 25 de Mayo 1794,-34.635758,-58.372237,+34 723 139 965,emperatriz05@gmail.com,2025-07-23,7,1
10582,Calle Segurola 7158,-34.609946,-58.401529,+34731 16 09 52,icanet@hotmail.com,2025-08-30,8,1
10583,Avenida San Martín 2188,-34.689735,-58.318296,+34 740 563 780,perlita71@melero.com,2025-09-03,9,1
10589,Calle Emilio Castro 5072,-34.69062,-58.441175,+34962 14 83 89,leonorviana@giron.com,2025-10-08,10,1
10590,Avenida del Libertador 6579,-34.889569,-58.349588,+34 706 98 39 83,ayalanerea@hotmail.com,2025-06-21,6,1
10603,Calle Belgrano 2670,-34.871347,-58.44037,+34 744844773,victorianodavila@gmail.com,2025-05-26,5,1
10607,Calle Rivera Indarte 6652,-34.881521,-58.513233,+34 875685070,ollerserafina@hotmail.com,2025-10-21,10,1
10608,Avenida Cabildo 5065,-34.600052,-58.330392,+34718431661,bonetursula@vilalta.net,2025-10-15,10,1
10610,Calle Emilio Castro 4401,-34.638756,-58.357396,+34 855 46 81 59,npuente@yahoo.com,2025-10-17,10,1
10611,Calle 25 de Mayo 9266,-34.65642,-58.384084,+34741 915 985,solparra@bru.org,2025-05-23,5,1
10617,Avenida del Libertador 2073,-34.623424,-58.36465,+34 747 825 820,vgarrido@arias.com,2025-05-01,5,1
10621,Avenida Directorio 5872,-34.74266,-58.30262,+34 879 20 49 00,maria-pilar36@jauregui.net,2025-05-23,5,1
10621,Calle Yrigoyen 4238,-34.711745,-58.579053,+34 711 573 534,albertartigas@yahoo.com,2025-10-01,10,1
10622,Calle Yrigoyen 7037,-34.77885,-58.328108,+34 741 044 311,jose-mariarribas@sainz-cabrera.com,2025-06-06,6,1
10625,Avenida del Libertador 3528,-34.899952,-58.424149,+34 638 94 28 17,pliniogomez@hotmail.com,2025-09-17,9,1
10627,Avenida del Libertador 4281,-34.712121,-58.371819,+34 917308068,andres35@yahoo.com,2025-08-19,8,1
